Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 30Y,*,99.2,101.3,103.4,105,106.4,110.9,AVG. PRICE TOP 5 TRADES,FHLMC,02/01/2019
SINGLE FAMILY 30Y,*,0.5,0.5,0.6,0.7,1.8,4.3,STANDARD DEVIATION,FHLMC,02/01/2019
SINGLE FAMILY 30Y,*,223721,258209.7,1495300.1,258575,64600.3,2418.2,VOLUME OF TRADES (000'S),FHLMC,02/01/2019
SINGLE FAMILY 30Y,*,99,126,146,104,26,33,NUMBER OF TRADES,FHLMC,02/01/2019
SINGLE FAMILY 30Y,*,98.9,100.6,102.5,104.1,103.5,104.1,AVERAGE PRICE,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,98.9,101,102.8,103.8,104.7,106.1,WEIGHTED AVG. PRICE,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,98.7,98.5,99,101.5,95.5,89.1,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,98.9,100.9,102.7,103.7,104,100,2ND QUARTILE PRICE,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,98.9,101,102.9,104.5,104.5,106.5,3RD QUARTILE PRICE,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,99,101.2,103.1,104.5,105.2,109.1,4TH QUARTILE PRICE,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,99.2,101.5,103.2,105.7,107.1,111.7,AVG. PRICE TOP 5 TRADES,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,0.2,1.3,1.2,1,3.8,6.1,STANDARD DEVIATION,GNMA,02/01/2019
SINGLE FAMILY 30Y,*,470064.8,592110.5,799568.5,1761539.3,1161116.8,26958.4,VOLUME OF TRADES (000'S),GNMA,02/01/2019
SINGLE FAMILY 30Y,*,36,40,64,117,68,182,NUMBER OF TRADES,GNMA,02/01/2019
SINGLE FAMILY 15Y,98.1,99.2,100.3,102.2,98.3,0,99.1,AVERAGE PRICE,FNMA,02/04/2019
SINGLE FAMILY 15Y,98.4,99.8,101.2,103,104.1,0,106.2,WEIGHTED AVG. PRICE,FNMA,02/04/2019
SINGLE FAMILY 15Y,96.9,95.9,97.1,98.9,97.1,0,95.3,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/04/2019
SINGLE FAMILY 15Y,97.3,99.1,99.7,102.4,100,0,93,2ND QUARTILE PRICE,FNMA,02/04/2019
SINGLE FAMILY 15Y,98.6,99.7,100.8,102.6,103.2,0,100,3RD QUARTILE PRICE,FNMA,02/04/2019
SINGLE FAMILY 15Y,98.8,100,100.9,102.6,104.2,0,107.6,4TH QUARTILE PRICE,FNMA,02/04/2019
SINGLE FAMILY 15Y,98.8,100.2,101.7,104,99.9,0,104.1,AVG. PRICE TOP 5 TRADES,FNMA,02/04/2019
SINGLE FAMILY 15Y,0.9,1.2,1.2,1.2,5.9,0,6.4,STANDARD DEVIATION,FNMA,02/04/2019
SINGLE FAMILY 15Y,11191.4,230123.3,197789.3,348895.2,4232.5,0,1061.4,VOLUME OF TRADES (000'S),FNMA,02/04/2019
SINGLE FAMILY 15Y,24,68,70,134,6,0,17,NUMBER OF TRADES,FNMA,02/04/2019
SINGLE FAMILY 15Y,98,99.5,100.9,102.6,101.5,0,*,AVERAGE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 15Y,97,99.9,101.6,102.4,103.6,0,*,WEIGHTED AVG. PRICE,FHLMC,02/04/2019
SINGLE FAMILY 15Y,96.5,98.7,99.9,101.7,101.5,0,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/04/2019
SINGLE FAMILY 15Y,98,99.3,100.2,102.9,*,0,*,2ND QUARTILE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 15Y,98.7,99.9,100.9,102.9,*,0,*,3RD QUARTILE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 15Y,99.1,100,101.6,102.9,*,0,*,4TH QUARTILE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 15Y,99.3,100,101.7,102.9,101.5,0,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/04/2019
SINGLE FAMILY 15Y,1.6,0.6,0.7,0.6,1.9,0,*,STANDARD DEVIATION,FHLMC,02/04/2019
SINGLE FAMILY 15Y,11351.3,145649.7,43147.3,71494.3,129,0,*,VOLUME OF TRADES (000'S),FHLMC,02/04/2019
SINGLE FAMILY 15Y,13,18,38,24,5,0,*,NUMBER OF TRADES,FHLMC,02/04/2019
SINGLE FAMILY 15Y,0,0,*,102.3,*,*,*,AVERAGE PRICE,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,102.6,*,*,*,WEIGHTED AVG. PRICE,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,101.8,*,*,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,102,*,*,*,2ND QUARTILE PRICE,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,102.7,*,*,*,3RD QUARTILE PRICE,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,102.8,*,*,*,4TH QUARTILE PRICE,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,102.7,*,*,*,AVG. PRICE TOP 5 TRADES,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,0.8,*,*,*,STANDARD DEVIATION,GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,22317.2,*,*,*,VOLUME OF TRADES (000'S),GNMA,02/04/2019
SINGLE FAMILY 15Y,0,0,*,13,*,*,*,NUMBER OF TRADES,GNMA,02/04/2019
SINGLE FAMILY 30Y,*,97.5,99.9,101.9,103.6,103.8,104.8,AVERAGE PRICE,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,97.8,100,102.2,104.6,106.9,108.4,WEIGHTED AVG. PRICE,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,97,98.9,100.7,100.6,93.6,92.9,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,97.5,99.8,101.4,103.4,104,100,2ND QUARTILE PRICE,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,97.6,100,102,103.5,105.4,107.6,3RD QUARTILE PRICE,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,97.6,100.3,102.2,103.7,106.4,107.6,4TH QUARTILE PRICE,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,98.4,100.8,103.4,105.6,107.7,111.1,AVG. PRICE TOP 5 TRADES,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,0.4,0.5,0.7,1,4.2,5.1,STANDARD DEVIATION,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,764992.5,1475361,3485253,1551168.6,1156318.4,59300.3,VOLUME OF TRADES (000'S),FNMA,02/04/2019
SINGLE FAMILY 30Y,*,117,184,189,141,93,124,NUMBER OF TRADES,FNMA,02/04/2019
SINGLE FAMILY 30Y,*,97.5,99.9,102,103.9,103.4,103.3,AVERAGE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,97.6,100.1,102.1,104.3,105.1,109.1,WEIGHTED AVG. PRICE,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,96.8,99.2,100.9,102,99.8,99.8,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,97.5,99.7,101.6,103.6,100.5,100,2ND QUARTILE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,97.6,99.7,102,103.7,105,103.6,3RD QUARTILE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,97.6,100.2,102.3,104.4,106.1,107.5,4TH QUARTILE PRICE,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,98.9,101,103.1,105.3,106.7,109.1,AVG. PRICE TOP 5 TRADES,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,0.5,0.6,0.6,0.8,2.8,3.8,STANDARD DEVIATION,FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,1371290.5,146407.4,989115.5,44747.5,87917.3,1610.3,VOLUME OF TRADES (000'S),FHLMC,02/04/2019
SINGLE FAMILY 30Y,*,85,83,100,76,26,30,NUMBER OF TRADES,FHLMC,02/04/2019
SINGLE FAMILY 30Y,0,98.7,100.2,102.4,103.8,104.9,103.8,AVERAGE PRICE,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,98.7,100.8,102.6,103.8,105.2,106.4,WEIGHTED AVG. PRICE,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,98.6,97.4,99.6,102.4,99.9,81.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,98.6,100.7,102.5,103.6,104.4,100,2ND QUARTILE PRICE,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,98.6,100.8,102.6,103.7,104.9,105.3,3RD QUARTILE PRICE,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,98.9,100.8,103,104,106.7,108.4,4TH QUARTILE PRICE,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,98.9,101.2,103.2,104.9,107.6,112.1,AVG. PRICE TOP 5 TRADES,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,0.2,1.7,1.1,0.7,2.2,6.1,STANDARD DEVIATION,GNMA,02/04/2019
SINGLE FAMILY 30Y,0,176118.3,489902.8,633069.7,594515.5,258079.1,49656,VOLUME OF TRADES (000'S),GNMA,02/04/2019
SINGLE FAMILY 30Y,0,15,42,52,56,63,239,NUMBER OF TRADES,GNMA,02/04/2019
SINGLE FAMILY 15Y,95.1,98,99.1,102.6,100,102.6,102.1,AVERAGE PRICE,FNMA,02/05/2019
SINGLE FAMILY 15Y,95.6,99.4,101,102.8,105.6,102.1,101.8,WEIGHTED AVG. PRICE,FNMA,02/05/2019
SINGLE FAMILY 15Y,84,86.7,68.7,98.8,95.4,101.4,100.2,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/05/2019
SINGLE FAMILY 15Y,93.8,98.5,100.1,102.7,101,101.2,100,2ND QUARTILE PRICE,FNMA,02/05/2019
SINGLE FAMILY 15Y,98.5,99.5,100.5,102.7,102,102.5,100,3RD QUARTILE PRICE,FNMA,02/05/2019
SINGLE FAMILY 15Y,98.8,100,101.5,102.7,103,105.1,107.6,4TH QUARTILE PRICE,FNMA,02/05/2019
SINGLE FAMILY 15Y,98.9,100.3,102,103.6,102.9,102.9,103.1,AVG. PRICE TOP 5 TRADES,FNMA,02/05/2019
SINGLE FAMILY 15Y,6.5,4.4,10.6,0.7,7.2,2,3.2,STANDARD DEVIATION,FNMA,02/05/2019
SINGLE FAMILY 15Y,134473.4,64857.6,342980.1,505951.4,3629.7,7059.2,35596.9,VOLUME OF TRADES (000'S),FNMA,02/05/2019
SINGLE FAMILY 15Y,30,50,102,384,18,18,18,NUMBER OF TRADES,FNMA,02/05/2019
SINGLE FAMILY 15Y,98,99.6,100.8,102.9,99.8,100.5,102.2,AVERAGE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 15Y,97.9,100,101.6,103,101,100.8,102.7,WEIGHTED AVG. PRICE,FHLMC,02/05/2019
SINGLE FAMILY 15Y,97.8,99.2,99.7,102.9,99.2,100.5,101.8,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/05/2019
SINGLE FAMILY 15Y,98,99.9,100.3,102.9,100.5,*,101.1,2ND QUARTILE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 15Y,98.2,99.9,101.3,103,101.3,*,102.1,3RD QUARTILE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 15Y,98.2,99.9,101.5,103,101.5,*,103.9,4TH QUARTILE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 15Y,98.3,100,101.8,103,101.2,100.5,102.6,AVG. PRICE TOP 5 TRADES,FHLMC,02/05/2019
SINGLE FAMILY 15Y,0.7,0.6,1,0.1,4,0.8,1.6,STANDARD DEVIATION,FHLMC,02/05/2019
SINGLE FAMILY 15Y,22396.1,27519.7,115115.6,6823.2,83,76.2,127.7,VOLUME OF TRADES (000'S),FHLMC,02/05/2019
SINGLE FAMILY 15Y,12,13,30,8,10,16,9,NUMBER OF TRADES,FHLMC,02/05/2019
SINGLE FAMILY 15Y,*,*,101.8,*,*,0,*,AVERAGE PRICE,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,101.7,*,*,0,*,WEIGHTED AVG. PRICE,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,101.8,*,*,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,*,*,*,0,*,2ND QUARTILE PRICE,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,*,*,*,0,*,3RD QUARTILE PRICE,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,*,*,*,0,*,4TH QUARTILE PRICE,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,101.8,*,*,0,*,AVG. PRICE TOP 5 TRADES,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,0.1,*,*,0,*,STANDARD DEVIATION,GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,9173.3,*,*,0,*,VOLUME OF TRADES (000'S),GNMA,02/05/2019
SINGLE FAMILY 15Y,*,*,5,*,*,0,*,NUMBER OF TRADES,GNMA,02/05/2019
SINGLE FAMILY 30Y,*,97.7,100,102.3,103.8,105,104.3,AVERAGE PRICE,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,97.9,100.3,102.5,104.2,106.8,106.4,WEIGHTED AVG. PRICE,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,96.6,98.1,99.9,101.6,102.6,91,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,97.5,99.8,101.9,103.5,104.4,105.1,2ND QUARTILE PRICE,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,97.6,100,102.3,103.7,105.1,105.8,3RD QUARTILE PRICE,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,97.8,100.3,102.8,104.6,105.3,107.6,4TH QUARTILE PRICE,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,99.3,101,103.6,105.5,107.4,110.6,AVG. PRICE TOP 5 TRADES,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,0.6,0.5,0.7,0.8,1.2,5.1,STANDARD DEVIATION,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,286607.8,1037631.2,2892957,1496792.1,408745.7,83651,VOLUME OF TRADES (000'S),FNMA,02/05/2019
SINGLE FAMILY 30Y,*,74,205,352,347,127,103,NUMBER OF TRADES,FNMA,02/05/2019
SINGLE FAMILY 30Y,*,97.6,100.1,102,104,103,104.1,AVERAGE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,98.1,100.1,102.6,104.9,105.6,107.6,WEIGHTED AVG. PRICE,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,95.5,99.7,100.4,102,98.3,92.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,97.3,99.8,101.6,103.4,104.8,100,2ND QUARTILE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,97.6,100,102,103.8,105,106.1,3RD QUARTILE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,97.9,100.3,102.4,105.1,105.2,110.8,4TH QUARTILE PRICE,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,99.7,101,103.3,105.2,106,111.6,AVG. PRICE TOP 5 TRADES,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,1,0.4,0.6,1,5.2,7.6,STANDARD DEVIATION,FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,359105.1,1367351.6,1392821.9,895313.4,9760,14706.3,VOLUME OF TRADES (000'S),FHLMC,02/05/2019
SINGLE FAMILY 30Y,*,81,100,139,136,21,39,NUMBER OF TRADES,FHLMC,02/05/2019
SINGLE FAMILY 30Y,0,98.7,101,102.9,104,105.4,102.4,AVERAGE PRICE,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,98.7,100.9,102.7,103.8,105.2,107.1,WEIGHTED AVG. PRICE,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,98.5,100.8,102.4,100.5,95.7,85.2,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,98.8,100.9,102.7,102.9,104.6,99.4,2ND QUARTILE PRICE,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,98.8,100.9,102.7,103.8,106.8,103.7,3RD QUARTILE PRICE,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,98.8,101,102.8,104.9,106.8,108,4TH QUARTILE PRICE,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,98.8,101.1,104.8,106.7,107.7,111.5,AVG. PRICE TOP 5 TRADES,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,0.2,0.3,0.7,1.2,2.5,6.5,STANDARD DEVIATION,GNMA,02/05/2019
SINGLE FAMILY 30Y,0,577350.7,328478.1,759052.6,840279.2,349782.9,19856.6,VOLUME OF TRADES (000'S),GNMA,02/05/2019
SINGLE FAMILY 30Y,0,34,36,58,159,214,219,NUMBER OF TRADES,GNMA,02/05/2019
SINGLE FAMILY 15Y,98,99.8,100.9,102.2,102.3,99.8,100.5,AVERAGE PRICE,FNMA,02/06/2019
SINGLE FAMILY 15Y,96.8,100,100.3,102.8,103.3,106.5,108.2,WEIGHTED AVG. PRICE,FNMA,02/06/2019
SINGLE FAMILY 15Y,95.9,97.6,98.6,99.9,101.2,99.8,100.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/06/2019
SINGLE FAMILY 15Y,98,99.9,100.7,101.1,101.8,*,*,2ND QUARTILE PRICE,FNMA,02/06/2019
SINGLE FAMILY 15Y,98.2,100,101.1,102,102.4,*,*,3RD QUARTILE PRICE,FNMA,02/06/2019
SINGLE FAMILY 15Y,98.9,100,101.5,102.9,103.2,*,*,4TH QUARTILE PRICE,FNMA,02/06/2019
SINGLE FAMILY 15Y,99.2,100.2,102,105,103.3,99.8,100.5,AVG. PRICE TOP 5 TRADES,FNMA,02/06/2019
SINGLE FAMILY 15Y,1,0.5,0.8,1.3,0.9,2.7,4.6,STANDARD DEVIATION,FNMA,02/06/2019
SINGLE FAMILY 15Y,124081.5,682900.4,110254.4,558269.6,1935.3,194.1,595.7,VOLUME OF TRADES (000'S),FNMA,02/06/2019
SINGLE FAMILY 15Y,45,153,112,83,21,14,6,NUMBER OF TRADES,FNMA,02/06/2019
SINGLE FAMILY 15Y,98.2,99.7,101.2,101.9,102,*,103.1,AVERAGE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 15Y,98.2,99.9,101.7,103.2,102.6,*,103.7,WEIGHTED AVG. PRICE,FHLMC,02/06/2019
SINGLE FAMILY 15Y,98,99.1,99.5,101.5,102,*,103.1,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/06/2019
SINGLE FAMILY 15Y,98,99.5,101.1,101.3,*,*,*,2ND QUARTILE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 15Y,98.2,99.8,101.1,102,*,*,*,3RD QUARTILE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 15Y,98.5,100,101.5,102.8,*,*,*,4TH QUARTILE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 15Y,98.7,100,101.9,102.3,102,*,103.1,AVG. PRICE TOP 5 TRADES,FHLMC,02/06/2019
SINGLE FAMILY 15Y,0.3,0.4,0.7,0.8,1.3,*,1.1,STANDARD DEVIATION,FHLMC,02/06/2019
SINGLE FAMILY 15Y,205764.2,14317.9,311079.9,1196.9,28.3,*,361.7,VOLUME OF TRADES (000'S),FHLMC,02/06/2019
SINGLE FAMILY 15Y,25,23,49,11,7,*,6,NUMBER OF TRADES,FHLMC,02/06/2019
SINGLE FAMILY 15Y,0,99.7,101.7,102.7,100.5,*,*,AVERAGE PRICE,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,99.9,102,103,102.9,*,*,WEIGHTED AVG. PRICE,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,99,101.2,101.5,100.5,*,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,99.9,101.9,103,*,*,*,2ND QUARTILE PRICE,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,100,101.9,103.1,*,*,*,3RD QUARTILE PRICE,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,100,102,103.1,*,*,*,4TH QUARTILE PRICE,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,100,102,103.1,100.5,*,*,AVG. PRICE TOP 5 TRADES,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,0.5,0.6,0.9,1.7,*,*,STANDARD DEVIATION,GNMA,02/06/2019
SINGLE FAMILY 15Y,0,21303.7,80303.5,32448.6,691.8,*,*,VOLUME OF TRADES (000'S),GNMA,02/06/2019
SINGLE FAMILY 15Y,0,49,13,20,6,*,*,NUMBER OF TRADES,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,98.1,100.1,102.2,103.8,104.2,102.6,AVERAGE PRICE,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,98.4,100.2,102.7,104.7,105.9,106.9,WEIGHTED AVG. PRICE,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,96.7,98.3,98.9,100.9,96.4,89.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,97.4,100,101.8,103.6,104.3,100,2ND QUARTILE PRICE,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,97.9,100.1,102.1,103.8,104.8,104.7,3RD QUARTILE PRICE,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,98.5,100.2,102.7,104.3,105.2,106,4TH QUARTILE PRICE,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,99.9,101.3,103.8,106,107.5,111,AVG. PRICE TOP 5 TRADES,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,1,0.4,0.9,0.9,2.8,5.2,STANDARD DEVIATION,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,147894.5,4382205.4,1760808.7,460444.2,290191.9,43946.8,VOLUME OF TRADES (000'S),FNMA,02/06/2019
SINGLE FAMILY 30Y,*,75,376,302,290,101,143,NUMBER OF TRADES,FNMA,02/06/2019
SINGLE FAMILY 30Y,*,97.6,100,102.1,104,105.5,104.2,AVERAGE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,98.1,100.3,102.3,104.1,106.1,107.6,WEIGHTED AVG. PRICE,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,96.3,99.2,100.7,102,103,99.5,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,97.5,99.6,101.7,103.7,104.9,102,2ND QUARTILE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,97.6,100.2,102,103.9,105.1,105.7,3RD QUARTILE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,98,100.3,102.5,104.3,106.6,107.2,4TH QUARTILE PRICE,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,98.6,100.8,103.2,106,108.2,108.7,AVG. PRICE TOP 5 TRADES,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,0.7,0.4,0.6,0.9,1.4,4.6,STANDARD DEVIATION,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,151033.9,428417.9,467789.6,590371.3,76850.9,33697.6,VOLUME OF TRADES (000'S),FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,54,190,162,129,68,28,NUMBER OF TRADES,FHLMC,02/06/2019
SINGLE FAMILY 30Y,*,98.8,100.7,102.9,104.4,104.1,102.6,AVERAGE PRICE,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,98.8,100.7,102.8,103.9,104.9,105.9,WEIGHTED AVG. PRICE,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,98.4,98.3,100.5,102.5,96.7,82.9,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,98.9,100.9,102.9,103.9,104.4,98,2ND QUARTILE PRICE,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,99,101,103.1,104.8,104.7,105,3RD QUARTILE PRICE,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,99.3,101.1,103.1,104.8,106.2,109.3,4TH QUARTILE PRICE,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,99.2,101.8,103.2,104.9,106.8,111.6,AVG. PRICE TOP 5 TRADES,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,1,1.5,0.6,0.6,3.1,7.7,STANDARD DEVIATION,GNMA,02/06/2019
SINGLE FAMILY 30Y,*,8085.7,131489.4,848071,795468.2,245678.6,56736,VOLUME OF TRADES (000'S),GNMA,02/06/2019
SINGLE FAMILY 30Y,*,17,36,134,158,104,244,NUMBER OF TRADES,GNMA,02/06/2019
SINGLE FAMILY 15Y,98,99.1,100.9,102.3,102.6,*,*,AVERAGE PRICE,FNMA,02/07/2019
SINGLE FAMILY 15Y,98.3,99.9,101.4,103.1,105,*,*,WEIGHTED AVG. PRICE,FNMA,02/07/2019
SINGLE FAMILY 15Y,94.7,96,97.3,98.6,101,*,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/07/2019
SINGLE FAMILY 15Y,97.8,99,100.6,101.9,101.3,*,*,2ND QUARTILE PRICE,FNMA,02/07/2019
SINGLE FAMILY 15Y,98.3,99.4,101.2,102.8,102.7,*,*,3RD QUARTILE PRICE,FNMA,02/07/2019
SINGLE FAMILY 15Y,98.9,100,101.7,102.9,103.9,*,*,4TH QUARTILE PRICE,FNMA,02/07/2019
SINGLE FAMILY 15Y,99,100.1,102.1,103.6,104.9,*,*,AVG. PRICE TOP 5 TRADES,FNMA,02/07/2019
SINGLE FAMILY 15Y,1.6,1.2,1.2,1.3,1.7,*,*,STANDARD DEVIATION,FNMA,02/07/2019
SINGLE FAMILY 15Y,146304,172055.2,169402.2,262182.6,5496.8,*,*,VOLUME OF TRADES (000'S),FNMA,02/07/2019
SINGLE FAMILY 15Y,48,66,125,72,18,*,*,NUMBER OF TRADES,FNMA,02/07/2019
SINGLE FAMILY 15Y,98.6,99.6,101.1,102.8,101.7,*,100.9,AVERAGE PRICE,FHLMC,02/07/2019
SINGLE FAMILY 15Y,98.4,100,101.8,103,101.7,*,101.5,WEIGHTED AVG. PRICE,FHLMC,02/07/2019
SINGLE FAMILY 15Y,97.8,98.9,100.2,102.3,101.4,*,100.3,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/07/2019
SINGLE FAMILY 15Y,98.2,99.4,100.5,102.8,101.5,*,100.5,2ND QUARTILE PRICE,FHLMC,02/07/2019
SINGLE FAMILY 15Y,98.9,99.9,101.4,103,101.9,*,101,3RD QUARTILE PRICE,FHLMC,02/07/2019
SINGLE FAMILY 15Y,98.9,100,101.7,103.1,102.1,*,102,4TH QUARTILE PRICE,FHLMC,02/07/2019
SINGLE FAMILY 15Y,99.2,100.1,102,103.4,102,*,101.7,AVG. PRICE TOP 5 TRADES,FHLMC,02/07/2019
SINGLE FAMILY 15Y,0.9,0.6,0.8,0.6,0.4,*,1.9,STANDARD DEVIATION,FHLMC,02/07/2019
SINGLE FAMILY 15Y,60229.3,94985.2,40186.6,62771.9,86.9,*,98.7,VOLUME OF TRADES (000'S),FHLMC,02/07/2019
SINGLE FAMILY 15Y,16,28,46,25,9,*,8,NUMBER OF TRADES,FHLMC,02/07/2019
