Mortgage Type,ARM / Seasoned,3/1,5/1,7/1,10/1,Measure,Agency,Date
ARMS/HYBRIDS,0,0,101.6,102,99.8,AVERAGE PRICE,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,101.6,101.6,99.6,WEIGHTED AVG. PRICE,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,101.2,102,99.3,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,101.3,*,99.1,2ND QUARTILE PRICE,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,101.4,*,100,3RD QUARTILE PRICE,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,101.9,*,101.3,4TH QUARTILE PRICE,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,101.8,102,100.2,AVG. PRICE TOP 5 TRADES,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,0.8,0.7,1,STANDARD DEVIATION,FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,25456.8,139723.3,20537.1,VOLUME OF TRADES (000'S),FHLMC,02/08/2019
ARMS/HYBRIDS,0,0,9,7,7,NUMBER OF TRADES,FHLMC,02/08/2019
ARMS/HYBRIDS,102.4,*,98.2,0,0,AVERAGE PRICE,GNMA,02/08/2019
ARMS/HYBRIDS,102.5,*,98.2,0,0,WEIGHTED AVG. PRICE,GNMA,02/08/2019
ARMS/HYBRIDS,102.4,*,98,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/08/2019
ARMS/HYBRIDS,*,*,98.1,0,0,2ND QUARTILE PRICE,GNMA,02/08/2019
ARMS/HYBRIDS,*,*,98.1,0,0,3RD QUARTILE PRICE,GNMA,02/08/2019
ARMS/HYBRIDS,*,*,98.4,0,0,4TH QUARTILE PRICE,GNMA,02/08/2019
ARMS/HYBRIDS,102.4,*,98.4,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/08/2019
ARMS/HYBRIDS,0.3,*,0.3,0,0,STANDARD DEVIATION,GNMA,02/08/2019
ARMS/HYBRIDS,32622,*,3887.4,0,0,VOLUME OF TRADES (000'S),GNMA,02/08/2019
ARMS/HYBRIDS,18,*,12,0,0,NUMBER OF TRADES,GNMA,02/08/2019
ARMS/HYBRIDS,104.7,0,104.4,102.8,*,AVERAGE PRICE,FNMA,02/11/2019
ARMS/HYBRIDS,104.7,0,104.7,101.3,*,WEIGHTED AVG. PRICE,FNMA,02/11/2019
ARMS/HYBRIDS,104.7,0,104.4,100.6,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/11/2019
ARMS/HYBRIDS,*,0,*,101.2,*,2ND QUARTILE PRICE,FNMA,02/11/2019
ARMS/HYBRIDS,*,0,*,104.8,*,3RD QUARTILE PRICE,FNMA,02/11/2019
ARMS/HYBRIDS,*,0,*,104.8,*,4TH QUARTILE PRICE,FNMA,02/11/2019
ARMS/HYBRIDS,104.7,0,104.4,103.6,*,AVG. PRICE TOP 5 TRADES,FNMA,02/11/2019
ARMS/HYBRIDS,0.5,0,1.3,2.1,*,STANDARD DEVIATION,FNMA,02/11/2019
ARMS/HYBRIDS,29301.8,0,109788.6,55252.3,*,VOLUME OF TRADES (000'S),FNMA,02/11/2019
ARMS/HYBRIDS,43,0,10,13,*,NUMBER OF TRADES,FNMA,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,AVERAGE PRICE,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,WEIGHTED AVG. PRICE,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,2ND QUARTILE PRICE,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,3RD QUARTILE PRICE,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,4TH QUARTILE PRICE,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,AVG. PRICE TOP 5 TRADES,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,STANDARD DEVIATION,FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,VOLUME OF TRADES (000'S),FHLMC,02/11/2019
ARMS/HYBRIDS,*,0,0,*,0,NUMBER OF TRADES,FHLMC,02/11/2019
ARMS/HYBRIDS,102.6,*,100.2,0,0,AVERAGE PRICE,GNMA,02/11/2019
ARMS/HYBRIDS,103,*,100.8,0,0,WEIGHTED AVG. PRICE,GNMA,02/11/2019
ARMS/HYBRIDS,102.6,*,97.7,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/11/2019
ARMS/HYBRIDS,*,*,98.1,0,0,2ND QUARTILE PRICE,GNMA,02/11/2019
ARMS/HYBRIDS,*,*,100.8,0,0,3RD QUARTILE PRICE,GNMA,02/11/2019
ARMS/HYBRIDS,*,*,102.4,0,0,4TH QUARTILE PRICE,GNMA,02/11/2019
ARMS/HYBRIDS,102.6,*,102.3,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/11/2019
ARMS/HYBRIDS,1.1,*,2,0,0,STANDARD DEVIATION,GNMA,02/11/2019
ARMS/HYBRIDS,3256.3,*,15828.3,0,0,VOLUME OF TRADES (000'S),GNMA,02/11/2019
ARMS/HYBRIDS,32,*,17,0,0,NUMBER OF TRADES,GNMA,02/11/2019
ARMS/HYBRIDS,101.6,0,101.6,100,101.1,AVERAGE PRICE,FNMA,02/12/2019
ARMS/HYBRIDS,102.3,0,103.9,100.5,101.1,WEIGHTED AVG. PRICE,FNMA,02/12/2019
ARMS/HYBRIDS,101.3,0,101.6,98.1,100.7,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/12/2019
ARMS/HYBRIDS,101.3,0,*,99.5,101.1,2ND QUARTILE PRICE,FNMA,02/12/2019
ARMS/HYBRIDS,101.4,0,*,100,101.4,3RD QUARTILE PRICE,FNMA,02/12/2019
ARMS/HYBRIDS,101.6,0,*,101.1,102.2,4TH QUARTILE PRICE,FNMA,02/12/2019
ARMS/HYBRIDS,102.9,0,101.6,101.6,101.5,AVG. PRICE TOP 5 TRADES,FNMA,02/12/2019
ARMS/HYBRIDS,0.8,0,0.9,1.2,0.8,STANDARD DEVIATION,FNMA,02/12/2019
ARMS/HYBRIDS,1802.4,0,4965.4,53903,14640.4,VOLUME OF TRADES (000'S),FNMA,02/12/2019
ARMS/HYBRIDS,25,0,9,34,7,NUMBER OF TRADES,FNMA,02/12/2019
ARMS/HYBRIDS,101.3,0,101.3,101.4,0,AVERAGE PRICE,FHLMC,02/12/2019
ARMS/HYBRIDS,101.3,0,100.9,101.5,0,WEIGHTED AVG. PRICE,FHLMC,02/12/2019
ARMS/HYBRIDS,101.3,0,101.3,101.4,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/12/2019
ARMS/HYBRIDS,*,0,101.3,*,0,2ND QUARTILE PRICE,FHLMC,02/12/2019
ARMS/HYBRIDS,*,0,101.3,*,0,3RD QUARTILE PRICE,FHLMC,02/12/2019
ARMS/HYBRIDS,*,0,101.4,*,0,4TH QUARTILE PRICE,FHLMC,02/12/2019
ARMS/HYBRIDS,101.3,0,101.3,101.4,0,AVG. PRICE TOP 5 TRADES,FHLMC,02/12/2019
ARMS/HYBRIDS,0.1,0,0.2,0.2,0,STANDARD DEVIATION,FHLMC,02/12/2019
ARMS/HYBRIDS,263.2,0,23764.1,2341.5,0,VOLUME OF TRADES (000'S),FHLMC,02/12/2019
ARMS/HYBRIDS,5,0,25,6,0,NUMBER OF TRADES,FHLMC,02/12/2019
ARMS/HYBRIDS,102.5,99.5,100.6,0,0,AVERAGE PRICE,GNMA,02/12/2019
ARMS/HYBRIDS,102.5,99.7,100.8,0,0,WEIGHTED AVG. PRICE,GNMA,02/12/2019
ARMS/HYBRIDS,101.4,99,99.6,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/12/2019
ARMS/HYBRIDS,101.6,99.1,100.2,0,0,2ND QUARTILE PRICE,GNMA,02/12/2019
ARMS/HYBRIDS,103.1,99.5,100.3,0,0,3RD QUARTILE PRICE,GNMA,02/12/2019
ARMS/HYBRIDS,103.1,100.9,102.6,0,0,4TH QUARTILE PRICE,GNMA,02/12/2019
ARMS/HYBRIDS,102.9,100.1,101.7,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/12/2019
ARMS/HYBRIDS,0.8,0.8,1.3,0,0,STANDARD DEVIATION,GNMA,02/12/2019
ARMS/HYBRIDS,5009.2,38406.2,20473,0,0,VOLUME OF TRADES (000'S),GNMA,02/12/2019
ARMS/HYBRIDS,39,10,11,0,0,NUMBER OF TRADES,GNMA,02/12/2019
ARMS/HYBRIDS,102.4,0,102.9,100.6,99.8,AVERAGE PRICE,FNMA,02/13/2019
ARMS/HYBRIDS,103.6,0,103.4,100.5,99.9,WEIGHTED AVG. PRICE,FNMA,02/13/2019
ARMS/HYBRIDS,99.4,0,102,100,99.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/13/2019
ARMS/HYBRIDS,103.3,0,103.4,99.5,99.5,2ND QUARTILE PRICE,FNMA,02/13/2019
ARMS/HYBRIDS,103.7,0,103.6,101.2,99.8,3RD QUARTILE PRICE,FNMA,02/13/2019
ARMS/HYBRIDS,104.2,0,104.6,101.7,99.9,4TH QUARTILE PRICE,FNMA,02/13/2019
ARMS/HYBRIDS,104.4,0,104,101.3,100.4,AVG. PRICE TOP 5 TRADES,FNMA,02/13/2019
ARMS/HYBRIDS,3.2,0,1.5,1.1,0.6,STANDARD DEVIATION,FNMA,02/13/2019
ARMS/HYBRIDS,5896.7,0,10951.4,169443.4,170740,VOLUME OF TRADES (000'S),FNMA,02/13/2019
ARMS/HYBRIDS,18,0,9,8,19,NUMBER OF TRADES,FNMA,02/13/2019
ARMS/HYBRIDS,104.9,0,104.1,100.5,104.9,AVERAGE PRICE,FHLMC,02/13/2019
ARMS/HYBRIDS,105.4,0,105.5,100.5,105.6,WEIGHTED AVG. PRICE,FHLMC,02/13/2019
ARMS/HYBRIDS,100.9,0,104.1,100,104.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/13/2019
ARMS/HYBRIDS,105.6,0,*,100.1,*,2ND QUARTILE PRICE,FHLMC,02/13/2019
ARMS/HYBRIDS,105.6,0,*,100.6,*,3RD QUARTILE PRICE,FHLMC,02/13/2019
ARMS/HYBRIDS,105.6,0,*,101.2,*,4TH QUARTILE PRICE,FHLMC,02/13/2019
ARMS/HYBRIDS,105.3,0,104.1,100.8,104.9,AVG. PRICE TOP 5 TRADES,FHLMC,02/13/2019
ARMS/HYBRIDS,1.6,0,2.3,0.6,2.2,STANDARD DEVIATION,FHLMC,02/13/2019
ARMS/HYBRIDS,20326.4,0,18859,4626.7,30509.4,VOLUME OF TRADES (000'S),FHLMC,02/13/2019
ARMS/HYBRIDS,40,0,10,9,10,NUMBER OF TRADES,FHLMC,02/13/2019
ARMS/HYBRIDS,101,99.1,98.4,0,0,AVERAGE PRICE,GNMA,02/13/2019
ARMS/HYBRIDS,102.1,99,98.6,0,0,WEIGHTED AVG. PRICE,GNMA,02/13/2019
ARMS/HYBRIDS,99.7,99,98.4,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/13/2019
ARMS/HYBRIDS,100,98.8,*,0,0,2ND QUARTILE PRICE,GNMA,02/13/2019
ARMS/HYBRIDS,101.9,99,*,0,0,3RD QUARTILE PRICE,GNMA,02/13/2019
ARMS/HYBRIDS,102.2,99.5,*,0,0,4TH QUARTILE PRICE,GNMA,02/13/2019
ARMS/HYBRIDS,102.4,99.4,98.4,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/13/2019
ARMS/HYBRIDS,1.4,0.3,0.3,0,0,STANDARD DEVIATION,GNMA,02/13/2019
ARMS/HYBRIDS,5170.2,38434.7,4973.6,0,0,VOLUME OF TRADES (000'S),GNMA,02/13/2019
ARMS/HYBRIDS,35,13,5,0,0,NUMBER OF TRADES,GNMA,02/13/2019
ARMS/HYBRIDS,102.5,0,*,101.3,99.9,AVERAGE PRICE,FNMA,02/14/2019
ARMS/HYBRIDS,103.7,0,*,100.4,99.4,WEIGHTED AVG. PRICE,FNMA,02/14/2019
ARMS/HYBRIDS,101.6,0,*,101.3,99.9,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/14/2019
ARMS/HYBRIDS,102.5,0,*,*,*,2ND QUARTILE PRICE,FNMA,02/14/2019
ARMS/HYBRIDS,102.7,0,*,*,*,3RD QUARTILE PRICE,FNMA,02/14/2019
ARMS/HYBRIDS,103.8,0,*,*,*,4TH QUARTILE PRICE,FNMA,02/14/2019
ARMS/HYBRIDS,102.9,0,*,101.3,99.9,AVG. PRICE TOP 5 TRADES,FNMA,02/14/2019
ARMS/HYBRIDS,1.7,0,*,1.6,0.8,STANDARD DEVIATION,FNMA,02/14/2019
ARMS/HYBRIDS,6160.6,0,*,15962.6,69151.4,VOLUME OF TRADES (000'S),FNMA,02/14/2019
ARMS/HYBRIDS,54,0,*,5,5,NUMBER OF TRADES,FNMA,02/14/2019
ARMS/HYBRIDS,102.2,0,102.4,102.1,0,AVERAGE PRICE,FHLMC,02/14/2019
ARMS/HYBRIDS,103.4,0,102.8,101.8,0,WEIGHTED AVG. PRICE,FHLMC,02/14/2019
ARMS/HYBRIDS,101.4,0,101.9,102.1,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/14/2019
ARMS/HYBRIDS,102.5,0,101.3,*,0,2ND QUARTILE PRICE,FHLMC,02/14/2019
ARMS/HYBRIDS,102.5,0,105.1,*,0,3RD QUARTILE PRICE,FHLMC,02/14/2019
ARMS/HYBRIDS,102.7,0,105.1,*,0,4TH QUARTILE PRICE,FHLMC,02/14/2019
ARMS/HYBRIDS,102.9,0,102.8,102.1,0,AVG. PRICE TOP 5 TRADES,FHLMC,02/14/2019
ARMS/HYBRIDS,1.5,0,2.1,0.4,0,STANDARD DEVIATION,FHLMC,02/14/2019
ARMS/HYBRIDS,2272.4,0,8494.1,31058.8,0,VOLUME OF TRADES (000'S),FHLMC,02/14/2019
ARMS/HYBRIDS,48,0,6,5,0,NUMBER OF TRADES,FHLMC,02/14/2019
ARMS/HYBRIDS,102.5,99.4,101.4,0,0,AVERAGE PRICE,GNMA,02/14/2019
ARMS/HYBRIDS,102.9,99.3,101.5,0,0,WEIGHTED AVG. PRICE,GNMA,02/14/2019
ARMS/HYBRIDS,99.5,99.3,101.4,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/14/2019
ARMS/HYBRIDS,102.8,99.2,*,0,0,2ND QUARTILE PRICE,GNMA,02/14/2019
ARMS/HYBRIDS,103,99.5,*,0,0,3RD QUARTILE PRICE,GNMA,02/14/2019
ARMS/HYBRIDS,103.1,99.6,*,0,0,4TH QUARTILE PRICE,GNMA,02/14/2019
ARMS/HYBRIDS,103,99.4,101.4,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/14/2019
ARMS/HYBRIDS,1.2,0.2,0.8,0,0,STANDARD DEVIATION,GNMA,02/14/2019
ARMS/HYBRIDS,50047.7,22008.7,6381.7,0,0,VOLUME OF TRADES (000'S),GNMA,02/14/2019
ARMS/HYBRIDS,291,8,5,0,0,NUMBER OF TRADES,GNMA,02/14/2019
ARMS/HYBRIDS,93.6,0,101,100.9,*,AVERAGE PRICE,FNMA,02/15/2019
ARMS/HYBRIDS,103.6,0,101,100.8,*,WEIGHTED AVG. PRICE,FNMA,02/15/2019
ARMS/HYBRIDS,93.6,0,101,100.9,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/15/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,02/15/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,02/15/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,02/15/2019
ARMS/HYBRIDS,93.6,0,101,100.9,*,AVG. PRICE TOP 5 TRADES,FNMA,02/15/2019
ARMS/HYBRIDS,9.2,0,0.2,0.4,*,STANDARD DEVIATION,FNMA,02/15/2019
ARMS/HYBRIDS,325.2,0,5510.3,150265.8,*,VOLUME OF TRADES (000'S),FNMA,02/15/2019
ARMS/HYBRIDS,5,0,5,22,*,NUMBER OF TRADES,FNMA,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,AVERAGE PRICE,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,WEIGHTED AVG. PRICE,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,2ND QUARTILE PRICE,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,3RD QUARTILE PRICE,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,4TH QUARTILE PRICE,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,STANDARD DEVIATION,FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,VOLUME OF TRADES (000'S),FHLMC,02/15/2019
ARMS/HYBRIDS,0,0,*,*,*,NUMBER OF TRADES,FHLMC,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,AVERAGE PRICE,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,STANDARD DEVIATION,GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,02/15/2019
ARMS/HYBRIDS,*,*,*,0,0,NUMBER OF TRADES,GNMA,02/15/2019
ARMS/HYBRIDS,*,0,101.8,101.5,101.2,AVERAGE PRICE,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,101.8,101.8,100.8,WEIGHTED AVG. PRICE,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,101.7,100.9,101,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,102,100.8,101.1,2ND QUARTILE PRICE,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,102,102,101.6,3RD QUARTILE PRICE,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,102.5,102.3,101.8,4TH QUARTILE PRICE,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,102,102.9,101.6,AVG. PRICE TOP 5 TRADES,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,0.6,1,0.6,STANDARD DEVIATION,FNMA,02/19/2019
ARMS/HYBRIDS,*,0,14025,53523.7,135165,VOLUME OF TRADES (000'S),FNMA,02/19/2019
ARMS/HYBRIDS,*,0,6,22,9,NUMBER OF TRADES,FNMA,02/19/2019
ARMS/HYBRIDS,0,0,*,100.8,*,AVERAGE PRICE,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,100.6,*,WEIGHTED AVG. PRICE,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,100.8,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,*,*,2ND QUARTILE PRICE,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,*,*,3RD QUARTILE PRICE,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,*,*,4TH QUARTILE PRICE,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,100.8,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,1.1,*,STANDARD DEVIATION,FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,7953.1,*,VOLUME OF TRADES (000'S),FHLMC,02/19/2019
ARMS/HYBRIDS,0,0,*,6,*,NUMBER OF TRADES,FHLMC,02/19/2019
ARMS/HYBRIDS,102.7,*,101.6,0,0,AVERAGE PRICE,GNMA,02/19/2019
ARMS/HYBRIDS,102.8,*,101.6,0,0,WEIGHTED AVG. PRICE,GNMA,02/19/2019
ARMS/HYBRIDS,101.7,*,100.2,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/19/2019
ARMS/HYBRIDS,102.8,*,101.5,0,0,2ND QUARTILE PRICE,GNMA,02/19/2019
ARMS/HYBRIDS,103,*,101.7,0,0,3RD QUARTILE PRICE,GNMA,02/19/2019
ARMS/HYBRIDS,103,*,102.6,0,0,4TH QUARTILE PRICE,GNMA,02/19/2019
ARMS/HYBRIDS,102.9,*,102.7,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/19/2019
ARMS/HYBRIDS,0.7,*,0.9,0,0,STANDARD DEVIATION,GNMA,02/19/2019
ARMS/HYBRIDS,3626,*,46081,0,0,VOLUME OF TRADES (000'S),GNMA,02/19/2019
ARMS/HYBRIDS,38,*,20,0,0,NUMBER OF TRADES,GNMA,02/19/2019
ARMS/HYBRIDS,102.5,0,101.7,101.5,99.7,AVERAGE PRICE,FNMA,02/20/2019
ARMS/HYBRIDS,103.9,0,102,101.8,101.2,WEIGHTED AVG. PRICE,FNMA,02/20/2019
ARMS/HYBRIDS,98.6,0,101.5,100.7,98.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/20/2019
ARMS/HYBRIDS,102.7,0,101.8,101.4,98.5,2ND QUARTILE PRICE,FNMA,02/20/2019
ARMS/HYBRIDS,103.9,0,101.9,102,99.6,3RD QUARTILE PRICE,FNMA,02/20/2019
ARMS/HYBRIDS,104.1,0,102.2,102.2,100.7,4TH QUARTILE PRICE,FNMA,02/20/2019
ARMS/HYBRIDS,104.1,0,102,102.2,102.1,AVG. PRICE TOP 5 TRADES,FNMA,02/20/2019
ARMS/HYBRIDS,3.2,0,0.6,0.8,1.5,STANDARD DEVIATION,FNMA,02/20/2019
ARMS/HYBRIDS,77241.8,0,98659.4,60773.8,111826.9,VOLUME OF TRADES (000'S),FNMA,02/20/2019
ARMS/HYBRIDS,20,0,8,13,24,NUMBER OF TRADES,FNMA,02/20/2019
ARMS/HYBRIDS,103,0,0,0,*,AVERAGE PRICE,FHLMC,02/20/2019
ARMS/HYBRIDS,104,0,0,0,*,WEIGHTED AVG. PRICE,FHLMC,02/20/2019
ARMS/HYBRIDS,101,0,0,0,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/20/2019
ARMS/HYBRIDS,102.9,0,0,0,*,2ND QUARTILE PRICE,FHLMC,02/20/2019
ARMS/HYBRIDS,103.7,0,0,0,*,3RD QUARTILE PRICE,FHLMC,02/20/2019
ARMS/HYBRIDS,104.3,0,0,0,*,4TH QUARTILE PRICE,FHLMC,02/20/2019
ARMS/HYBRIDS,104.4,0,0,0,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/20/2019
ARMS/HYBRIDS,2.3,0,0,0,*,STANDARD DEVIATION,FHLMC,02/20/2019
ARMS/HYBRIDS,36689.6,0,0,0,*,VOLUME OF TRADES (000'S),FHLMC,02/20/2019
ARMS/HYBRIDS,15,0,0,0,*,NUMBER OF TRADES,FHLMC,02/20/2019
ARMS/HYBRIDS,102.3,99.8,101.6,0,0,AVERAGE PRICE,GNMA,02/20/2019
ARMS/HYBRIDS,102.3,99.8,101.9,0,0,WEIGHTED AVG. PRICE,GNMA,02/20/2019
ARMS/HYBRIDS,102.3,99.8,100.2,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/20/2019
ARMS/HYBRIDS,*,*,100.9,0,0,2ND QUARTILE PRICE,GNMA,02/20/2019
ARMS/HYBRIDS,*,*,101.6,0,0,3RD QUARTILE PRICE,GNMA,02/20/2019
ARMS/HYBRIDS,*,*,102.7,0,0,4TH QUARTILE PRICE,GNMA,02/20/2019
ARMS/HYBRIDS,102.3,99.8,102.7,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/20/2019
ARMS/HYBRIDS,0.2,0.3,1,0,0,STANDARD DEVIATION,GNMA,02/20/2019
ARMS/HYBRIDS,2328.8,5332.1,34060,0,0,VOLUME OF TRADES (000'S),GNMA,02/20/2019
ARMS/HYBRIDS,11,5,25,0,0,NUMBER OF TRADES,GNMA,02/20/2019
ARMS/HYBRIDS,101.2,*,101.3,101.1,*,AVERAGE PRICE,FNMA,02/21/2019
ARMS/HYBRIDS,102.6,*,101.9,101.1,*,WEIGHTED AVG. PRICE,FNMA,02/21/2019
ARMS/HYBRIDS,100.7,*,100.7,100.5,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/21/2019
ARMS/HYBRIDS,99.5,*,100.9,101,*,2ND QUARTILE PRICE,FNMA,02/21/2019
ARMS/HYBRIDS,99.7,*,100.9,101.9,*,3RD QUARTILE PRICE,FNMA,02/21/2019
ARMS/HYBRIDS,103.9,*,102.1,104.3,*,4TH QUARTILE PRICE,FNMA,02/21/2019
ARMS/HYBRIDS,101.5,*,101.7,101.5,*,AVG. PRICE TOP 5 TRADES,FNMA,02/21/2019
ARMS/HYBRIDS,2.4,*,1.3,1.9,*,STANDARD DEVIATION,FNMA,02/21/2019
ARMS/HYBRIDS,1027.8,*,13722.6,35156.1,*,VOLUME OF TRADES (000'S),FNMA,02/21/2019
ARMS/HYBRIDS,8,*,8,6,*,NUMBER OF TRADES,FNMA,02/21/2019
ARMS/HYBRIDS,102.7,0,*,*,*,AVERAGE PRICE,FHLMC,02/21/2019
ARMS/HYBRIDS,103.9,0,*,*,*,WEIGHTED AVG. PRICE,FHLMC,02/21/2019
ARMS/HYBRIDS,102,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/21/2019
ARMS/HYBRIDS,102.5,0,*,*,*,2ND QUARTILE PRICE,FHLMC,02/21/2019
ARMS/HYBRIDS,103.9,0,*,*,*,3RD QUARTILE PRICE,FHLMC,02/21/2019
ARMS/HYBRIDS,104.3,0,*,*,*,4TH QUARTILE PRICE,FHLMC,02/21/2019
ARMS/HYBRIDS,103.9,0,*,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/21/2019
ARMS/HYBRIDS,1.9,0,*,*,*,STANDARD DEVIATION,FHLMC,02/21/2019
ARMS/HYBRIDS,5890.2,0,*,*,*,VOLUME OF TRADES (000'S),FHLMC,02/21/2019
ARMS/HYBRIDS,10,0,*,*,*,NUMBER OF TRADES,FHLMC,02/21/2019
ARMS/HYBRIDS,*,*,101.4,0,0,AVERAGE PRICE,GNMA,02/21/2019
ARMS/HYBRIDS,*,*,101.2,0,0,WEIGHTED AVG. PRICE,GNMA,02/21/2019
ARMS/HYBRIDS,*,*,100.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/21/2019
ARMS/HYBRIDS,*,*,101.4,0,0,2ND QUARTILE PRICE,GNMA,02/21/2019
ARMS/HYBRIDS,*,*,101.4,0,0,3RD QUARTILE PRICE,GNMA,02/21/2019
ARMS/HYBRIDS,*,*,102.6,0,0,4TH QUARTILE PRICE,GNMA,02/21/2019
ARMS/HYBRIDS,*,*,101.9,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/21/2019
ARMS/HYBRIDS,*,*,0.9,0,0,STANDARD DEVIATION,GNMA,02/21/2019
