Mortgage Type,ARM / Seasoned,3/1,5/1,7/1,10/1,Measure,Agency,Date
ARMS/HYBRIDS,*,*,8471.3,0,0,VOLUME OF TRADES (000'S),GNMA,02/21/2019
ARMS/HYBRIDS,*,*,8,0,0,NUMBER OF TRADES,GNMA,02/21/2019
ARMS/HYBRIDS,*,0,*,100.6,99.8,AVERAGE PRICE,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,100.7,100,WEIGHTED AVG. PRICE,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,100.6,99.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,100.3,99.2,2ND QUARTILE PRICE,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,100.3,99.2,3RD QUARTILE PRICE,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,100.9,100.5,4TH QUARTILE PRICE,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,101,101.6,AVG. PRICE TOP 5 TRADES,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,0.4,1.1,STANDARD DEVIATION,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,407050.6,192912,VOLUME OF TRADES (000'S),FNMA,02/22/2019
ARMS/HYBRIDS,*,0,*,54,25,NUMBER OF TRADES,FNMA,02/22/2019
ARMS/HYBRIDS,*,0,101.1,100.5,*,AVERAGE PRICE,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,101.3,100.4,*,WEIGHTED AVG. PRICE,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,100.9,100.3,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,101.2,100.2,*,2ND QUARTILE PRICE,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,101.8,100.2,*,3RD QUARTILE PRICE,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,102,100.2,*,4TH QUARTILE PRICE,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,101.4,101.9,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,1,0.8,*,STANDARD DEVIATION,FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,4134.2,158292.6,*,VOLUME OF TRADES (000'S),FHLMC,02/22/2019
ARMS/HYBRIDS,*,0,6,32,*,NUMBER OF TRADES,FHLMC,02/22/2019
ARMS/HYBRIDS,101.9,0,0,0,0,AVERAGE PRICE,GNMA,02/22/2019
ARMS/HYBRIDS,101.1,0,0,0,0,WEIGHTED AVG. PRICE,GNMA,02/22/2019
ARMS/HYBRIDS,100.9,0,0,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/22/2019
ARMS/HYBRIDS,101.2,0,0,0,0,2ND QUARTILE PRICE,GNMA,02/22/2019
ARMS/HYBRIDS,102,0,0,0,0,3RD QUARTILE PRICE,GNMA,02/22/2019
ARMS/HYBRIDS,102.8,0,0,0,0,4TH QUARTILE PRICE,GNMA,02/22/2019
ARMS/HYBRIDS,102.6,0,0,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/22/2019
ARMS/HYBRIDS,0.8,0,0,0,0,STANDARD DEVIATION,GNMA,02/22/2019
ARMS/HYBRIDS,353356.9,0,0,0,0,VOLUME OF TRADES (000'S),GNMA,02/22/2019
ARMS/HYBRIDS,31,0,0,0,0,NUMBER OF TRADES,GNMA,02/22/2019
ARMS/HYBRIDS,101.6,0,*,101.3,97.9,AVERAGE PRICE,FNMA,02/25/2019
ARMS/HYBRIDS,103.8,0,*,100.5,101,WEIGHTED AVG. PRICE,FNMA,02/25/2019
ARMS/HYBRIDS,98.4,0,*,99.9,97.2,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/25/2019
ARMS/HYBRIDS,100.3,0,*,99.9,100.3,2ND QUARTILE PRICE,FNMA,02/25/2019
ARMS/HYBRIDS,103,0,*,103,101.3,3RD QUARTILE PRICE,FNMA,02/25/2019
ARMS/HYBRIDS,103.1,0,*,103.1,101.7,4TH QUARTILE PRICE,FNMA,02/25/2019
ARMS/HYBRIDS,102.7,0,*,101.9,99.2,AVG. PRICE TOP 5 TRADES,FNMA,02/25/2019
ARMS/HYBRIDS,2.5,0,*,1.6,4.8,STANDARD DEVIATION,FNMA,02/25/2019
ARMS/HYBRIDS,6381.2,0,*,9072.6,8018.7,VOLUME OF TRADES (000'S),FNMA,02/25/2019
ARMS/HYBRIDS,17,0,*,10,6,NUMBER OF TRADES,FNMA,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,AVERAGE PRICE,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,WEIGHTED AVG. PRICE,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,STANDARD DEVIATION,FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,VOLUME OF TRADES (000'S),FHLMC,02/25/2019
ARMS/HYBRIDS,*,0,*,*,*,NUMBER OF TRADES,FHLMC,02/25/2019
ARMS/HYBRIDS,101.9,0,101.6,0,0,AVERAGE PRICE,GNMA,02/25/2019
ARMS/HYBRIDS,103,0,101.7,0,0,WEIGHTED AVG. PRICE,GNMA,02/25/2019
ARMS/HYBRIDS,101.9,0,101.6,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/25/2019
ARMS/HYBRIDS,*,0,*,0,0,2ND QUARTILE PRICE,GNMA,02/25/2019
ARMS/HYBRIDS,*,0,*,0,0,3RD QUARTILE PRICE,GNMA,02/25/2019
ARMS/HYBRIDS,*,0,*,0,0,4TH QUARTILE PRICE,GNMA,02/25/2019
ARMS/HYBRIDS,101.9,0,101.6,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/25/2019
ARMS/HYBRIDS,4.2,0,0.1,0,0,STANDARD DEVIATION,GNMA,02/25/2019
ARMS/HYBRIDS,18990.2,0,14766.2,0,0,VOLUME OF TRADES (000'S),GNMA,02/25/2019
ARMS/HYBRIDS,36,0,8,0,0,NUMBER OF TRADES,GNMA,02/25/2019
ARMS/HYBRIDS,100.8,0,100.8,101.8,*,AVERAGE PRICE,FNMA,02/26/2019
ARMS/HYBRIDS,102.8,0,100.8,102,*,WEIGHTED AVG. PRICE,FNMA,02/26/2019
ARMS/HYBRIDS,94.7,0,100.5,101.4,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/26/2019
ARMS/HYBRIDS,100.6,0,100.6,101.3,*,2ND QUARTILE PRICE,FNMA,02/26/2019
ARMS/HYBRIDS,102,0,101.6,102.1,*,3RD QUARTILE PRICE,FNMA,02/26/2019
ARMS/HYBRIDS,103.1,0,102,102.6,*,4TH QUARTILE PRICE,FNMA,02/26/2019
ARMS/HYBRIDS,102.7,0,101,102,*,AVG. PRICE TOP 5 TRADES,FNMA,02/26/2019
ARMS/HYBRIDS,3.6,0,0.9,0.6,*,STANDARD DEVIATION,FNMA,02/26/2019
ARMS/HYBRIDS,12226.3,0,13658.9,106575.7,*,VOLUME OF TRADES (000'S),FNMA,02/26/2019
ARMS/HYBRIDS,27,0,6,7,*,NUMBER OF TRADES,FNMA,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,AVERAGE PRICE,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,WEIGHTED AVG. PRICE,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,2ND QUARTILE PRICE,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,3RD QUARTILE PRICE,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,4TH QUARTILE PRICE,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,AVG. PRICE TOP 5 TRADES,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,STANDARD DEVIATION,FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,VOLUME OF TRADES (000'S),FHLMC,02/26/2019
ARMS/HYBRIDS,*,0,0,*,0,NUMBER OF TRADES,FHLMC,02/26/2019
ARMS/HYBRIDS,99.2,*,99.8,0,0,AVERAGE PRICE,GNMA,02/26/2019
ARMS/HYBRIDS,102.8,*,100.5,0,0,WEIGHTED AVG. PRICE,GNMA,02/26/2019
ARMS/HYBRIDS,99.2,*,98.8,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/26/2019
ARMS/HYBRIDS,*,*,97.8,0,0,2ND QUARTILE PRICE,GNMA,02/26/2019
ARMS/HYBRIDS,*,*,100.4,0,0,3RD QUARTILE PRICE,GNMA,02/26/2019
ARMS/HYBRIDS,*,*,101.6,0,0,4TH QUARTILE PRICE,GNMA,02/26/2019
ARMS/HYBRIDS,99.2,*,101.1,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/26/2019
ARMS/HYBRIDS,5.7,*,1.9,0,0,STANDARD DEVIATION,GNMA,02/26/2019
ARMS/HYBRIDS,1469.9,*,14091.2,0,0,VOLUME OF TRADES (000'S),GNMA,02/26/2019
ARMS/HYBRIDS,6,*,8,0,0,NUMBER OF TRADES,GNMA,02/26/2019
ARMS/HYBRIDS,95.5,0,100.2,101.6,*,AVERAGE PRICE,FNMA,02/27/2019
ARMS/HYBRIDS,101.8,0,101.1,101.8,*,WEIGHTED AVG. PRICE,FNMA,02/27/2019
ARMS/HYBRIDS,89.5,0,100.1,101.3,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/27/2019
ARMS/HYBRIDS,88,0,99.8,101.8,*,2ND QUARTILE PRICE,FNMA,02/27/2019
ARMS/HYBRIDS,100.4,0,99.8,102.1,*,3RD QUARTILE PRICE,FNMA,02/27/2019
ARMS/HYBRIDS,101.8,0,101,102.4,*,4TH QUARTILE PRICE,FNMA,02/27/2019
ARMS/HYBRIDS,101.6,0,101.7,102,*,AVG. PRICE TOP 5 TRADES,FNMA,02/27/2019
ARMS/HYBRIDS,7.5,0,0.9,0.9,*,STANDARD DEVIATION,FNMA,02/27/2019
ARMS/HYBRIDS,1009.5,0,85760.7,69101.4,*,VOLUME OF TRADES (000'S),FNMA,02/27/2019
ARMS/HYBRIDS,12,0,21,7,*,NUMBER OF TRADES,FNMA,02/27/2019
ARMS/HYBRIDS,100.4,0,101.6,0,0,AVERAGE PRICE,FHLMC,02/27/2019
ARMS/HYBRIDS,104.1,0,101.3,0,0,WEIGHTED AVG. PRICE,FHLMC,02/27/2019
ARMS/HYBRIDS,97.3,0,101.6,0,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/27/2019
ARMS/HYBRIDS,100.4,0,*,0,0,2ND QUARTILE PRICE,FHLMC,02/27/2019
ARMS/HYBRIDS,102.3,0,*,0,0,3RD QUARTILE PRICE,FHLMC,02/27/2019
ARMS/HYBRIDS,104.6,0,*,0,0,4TH QUARTILE PRICE,FHLMC,02/27/2019
ARMS/HYBRIDS,103.5,0,101.6,0,0,AVG. PRICE TOP 5 TRADES,FHLMC,02/27/2019
ARMS/HYBRIDS,5.4,0,1,0,0,STANDARD DEVIATION,FHLMC,02/27/2019
ARMS/HYBRIDS,3584.4,0,29540.1,0,0,VOLUME OF TRADES (000'S),FHLMC,02/27/2019
ARMS/HYBRIDS,11,0,5,0,0,NUMBER OF TRADES,FHLMC,02/27/2019
ARMS/HYBRIDS,*,0,100.8,0,0,AVERAGE PRICE,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,101.1,0,0,WEIGHTED AVG. PRICE,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,100.3,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,100,0,0,2ND QUARTILE PRICE,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,101.3,0,0,3RD QUARTILE PRICE,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,101.7,0,0,4TH QUARTILE PRICE,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,101.3,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,0.8,0,0,STANDARD DEVIATION,GNMA,02/27/2019
ARMS/HYBRIDS,*,0,14361.9,0,0,VOLUME OF TRADES (000'S),GNMA,02/27/2019
ARMS/HYBRIDS,*,0,8,0,0,NUMBER OF TRADES,GNMA,02/27/2019
ARMS/HYBRIDS,0,0,101.8,100.7,101.2,AVERAGE PRICE,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,101.7,100.8,101.5,WEIGHTED AVG. PRICE,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,101.1,100.5,101,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,101.1,100.6,101.7,2ND QUARTILE PRICE,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,101.8,101.8,101.8,3RD QUARTILE PRICE,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,102.5,101.9,101.8,4TH QUARTILE PRICE,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,102.4,101,101.4,AVG. PRICE TOP 5 TRADES,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,1.1,1.1,0.9,STANDARD DEVIATION,FNMA,02/28/2019
ARMS/HYBRIDS,0,0,11651.2,11917.2,57267,VOLUME OF TRADES (000'S),FNMA,02/28/2019
ARMS/HYBRIDS,0,0,8,6,6,NUMBER OF TRADES,FNMA,02/28/2019
ARMS/HYBRIDS,103.9,0,102.5,*,*,AVERAGE PRICE,FHLMC,02/28/2019
ARMS/HYBRIDS,103.9,0,102,*,*,WEIGHTED AVG. PRICE,FHLMC,02/28/2019
ARMS/HYBRIDS,103.9,0,102.5,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/28/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FHLMC,02/28/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FHLMC,02/28/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FHLMC,02/28/2019
ARMS/HYBRIDS,103.9,0,102.5,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/28/2019
ARMS/HYBRIDS,0,0,1.6,*,*,STANDARD DEVIATION,FHLMC,02/28/2019
ARMS/HYBRIDS,16655.2,0,8609.1,*,*,VOLUME OF TRADES (000'S),FHLMC,02/28/2019
ARMS/HYBRIDS,27,0,5,*,*,NUMBER OF TRADES,FHLMC,02/28/2019
ARMS/HYBRIDS,101.5,*,*,0,0,AVERAGE PRICE,GNMA,02/28/2019
ARMS/HYBRIDS,101.5,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,02/28/2019
ARMS/HYBRIDS,101.5,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/28/2019
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,02/28/2019
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,02/28/2019
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,02/28/2019
ARMS/HYBRIDS,101.5,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/28/2019
ARMS/HYBRIDS,0,*,*,0,0,STANDARD DEVIATION,GNMA,02/28/2019
ARMS/HYBRIDS,1236.6,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,02/28/2019
ARMS/HYBRIDS,21,*,*,0,0,NUMBER OF TRADES,GNMA,02/28/2019
ARMS/HYBRIDS,88.3,0,0,0,*,AVERAGE PRICE,FNMA,03/01/2019
ARMS/HYBRIDS,103,0,0,0,*,WEIGHTED AVG. PRICE,FNMA,03/01/2019
ARMS/HYBRIDS,88.3,0,0,0,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/01/2019
ARMS/HYBRIDS,*,0,0,0,*,2ND QUARTILE PRICE,FNMA,03/01/2019
ARMS/HYBRIDS,*,0,0,0,*,3RD QUARTILE PRICE,FNMA,03/01/2019
ARMS/HYBRIDS,*,0,0,0,*,4TH QUARTILE PRICE,FNMA,03/01/2019
ARMS/HYBRIDS,88.3,0,0,0,*,AVG. PRICE TOP 5 TRADES,FNMA,03/01/2019
ARMS/HYBRIDS,38.9,0,0,0,*,STANDARD DEVIATION,FNMA,03/01/2019
ARMS/HYBRIDS,580.4,0,0,0,*,VOLUME OF TRADES (000'S),FNMA,03/01/2019
ARMS/HYBRIDS,7,0,0,0,*,NUMBER OF TRADES,FNMA,03/01/2019
ARMS/HYBRIDS,102.3,0,*,*,0,AVERAGE PRICE,FHLMC,03/01/2019
ARMS/HYBRIDS,103,0,*,*,0,WEIGHTED AVG. PRICE,FHLMC,03/01/2019
ARMS/HYBRIDS,102.3,0,*,*,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/01/2019
ARMS/HYBRIDS,*,0,*,*,0,2ND QUARTILE PRICE,FHLMC,03/01/2019
ARMS/HYBRIDS,*,0,*,*,0,3RD QUARTILE PRICE,FHLMC,03/01/2019
ARMS/HYBRIDS,*,0,*,*,0,4TH QUARTILE PRICE,FHLMC,03/01/2019
ARMS/HYBRIDS,102.3,0,*,*,0,AVG. PRICE TOP 5 TRADES,FHLMC,03/01/2019
ARMS/HYBRIDS,1.6,0,*,*,0,STANDARD DEVIATION,FHLMC,03/01/2019
ARMS/HYBRIDS,260.8,0,*,*,0,VOLUME OF TRADES (000'S),FHLMC,03/01/2019
ARMS/HYBRIDS,5,0,*,*,0,NUMBER OF TRADES,FHLMC,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,AVERAGE PRICE,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,STANDARD DEVIATION,GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,03/01/2019
ARMS/HYBRIDS,*,*,*,0,0,NUMBER OF TRADES,GNMA,03/01/2019
ARMS/HYBRIDS,*,0,0,0,99.4,AVERAGE PRICE,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,100.9,WEIGHTED AVG. PRICE,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,99,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,99,2ND QUARTILE PRICE,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,99.5,3RD QUARTILE PRICE,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,101,4TH QUARTILE PRICE,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,99.8,AVG. PRICE TOP 5 TRADES,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,0.9,STANDARD DEVIATION,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,303341.3,VOLUME OF TRADES (000'S),FNMA,03/04/2019
ARMS/HYBRIDS,*,0,0,0,7,NUMBER OF TRADES,FNMA,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,AVERAGE PRICE,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,WEIGHTED AVG. PRICE,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,2ND QUARTILE PRICE,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,3RD QUARTILE PRICE,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,4TH QUARTILE PRICE,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,AVG. PRICE TOP 5 TRADES,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,STANDARD DEVIATION,FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,VOLUME OF TRADES (000'S),FHLMC,03/04/2019
ARMS/HYBRIDS,*,0,*,*,0,NUMBER OF TRADES,FHLMC,03/04/2019
ARMS/HYBRIDS,101.9,0,*,0,0,AVERAGE PRICE,GNMA,03/04/2019
ARMS/HYBRIDS,102,0,*,0,0,WEIGHTED AVG. PRICE,GNMA,03/04/2019
ARMS/HYBRIDS,101.6,0,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/04/2019
ARMS/HYBRIDS,101.7,0,*,0,0,2ND QUARTILE PRICE,GNMA,03/04/2019
ARMS/HYBRIDS,102.3,0,*,0,0,3RD QUARTILE PRICE,GNMA,03/04/2019
ARMS/HYBRIDS,102.4,0,*,0,0,4TH QUARTILE PRICE,GNMA,03/04/2019
ARMS/HYBRIDS,102.2,0,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/04/2019
ARMS/HYBRIDS,0.5,0,*,0,0,STANDARD DEVIATION,GNMA,03/04/2019
ARMS/HYBRIDS,1339.5,0,*,0,0,VOLUME OF TRADES (000'S),GNMA,03/04/2019
ARMS/HYBRIDS,10,0,*,0,0,NUMBER OF TRADES,GNMA,03/04/2019
ARMS/HYBRIDS,0,0,*,100.7,102.1,AVERAGE PRICE,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,101.3,101.8,WEIGHTED AVG. PRICE,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,100,102.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,100.7,*,2ND QUARTILE PRICE,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,101,*,3RD QUARTILE PRICE,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,101.4,*,4TH QUARTILE PRICE,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,101.4,102.1,AVG. PRICE TOP 5 TRADES,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,0.9,0.5,STANDARD DEVIATION,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,212610.2,30629.9,VOLUME OF TRADES (000'S),FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,11,5,NUMBER OF TRADES,FNMA,03/05/2019
ARMS/HYBRIDS,0,0,*,*,101,AVERAGE PRICE,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,101,WEIGHTED AVG. PRICE,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,101,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,*,2ND QUARTILE PRICE,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,*,3RD QUARTILE PRICE,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,*,4TH QUARTILE PRICE,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,101,AVG. PRICE TOP 5 TRADES,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,0,STANDARD DEVIATION,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,24518.6,VOLUME OF TRADES (000'S),FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,*,*,7,NUMBER OF TRADES,FHLMC,03/05/2019
ARMS/HYBRIDS,0,0,102.3,0,0,AVERAGE PRICE,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,102.2,0,0,WEIGHTED AVG. PRICE,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,102.2,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,102.4,0,0,2ND QUARTILE PRICE,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,102.5,0,0,3RD QUARTILE PRICE,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,102.5,0,0,4TH QUARTILE PRICE,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,102.4,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,0.4,0,0,STANDARD DEVIATION,GNMA,03/05/2019
ARMS/HYBRIDS,0,0,19329.6,0,0,VOLUME OF TRADES (000'S),GNMA,03/05/2019
ARMS/HYBRIDS,0,0,6,0,0,NUMBER OF TRADES,GNMA,03/05/2019
ARMS/HYBRIDS,102.2,0,100.3,*,101.9,AVERAGE PRICE,FNMA,03/06/2019
ARMS/HYBRIDS,103,0,100.6,*,100.9,WEIGHTED AVG. PRICE,FNMA,03/06/2019
ARMS/HYBRIDS,101.2,0,100.3,*,100.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/06/2019
ARMS/HYBRIDS,101.5,0,*,*,101.1,2ND QUARTILE PRICE,FNMA,03/06/2019
ARMS/HYBRIDS,102.2,0,*,*,103.3,3RD QUARTILE PRICE,FNMA,03/06/2019
ARMS/HYBRIDS,103.3,0,*,*,103.7,4TH QUARTILE PRICE,FNMA,03/06/2019
ARMS/HYBRIDS,102.9,0,100.3,*,102.7,AVG. PRICE TOP 5 TRADES,FNMA,03/06/2019
ARMS/HYBRIDS,0.9,0,0.7,*,1.8,STANDARD DEVIATION,FNMA,03/06/2019
ARMS/HYBRIDS,7343,0,15338.2,*,73457.9,VOLUME OF TRADES (000'S),FNMA,03/06/2019
ARMS/HYBRIDS,22,0,19,*,12,NUMBER OF TRADES,FNMA,03/06/2019
ARMS/HYBRIDS,102,0,101.4,100,98.9,AVERAGE PRICE,FHLMC,03/06/2019
ARMS/HYBRIDS,102.2,0,101.3,99.7,98.8,WEIGHTED AVG. PRICE,FHLMC,03/06/2019
ARMS/HYBRIDS,102,0,100.9,99.7,98.4,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/06/2019
ARMS/HYBRIDS,*,0,101.1,99.6,98.3,2ND QUARTILE PRICE,FHLMC,03/06/2019
ARMS/HYBRIDS,*,0,101.4,100,99,3RD QUARTILE PRICE,FHLMC,03/06/2019
ARMS/HYBRIDS,*,0,102,101.1,99.9,4TH QUARTILE PRICE,FHLMC,03/06/2019
ARMS/HYBRIDS,102,0,101.7,100.3,99.3,AVG. PRICE TOP 5 TRADES,FHLMC,03/06/2019
ARMS/HYBRIDS,0.7,0,0.5,0.7,0.7,STANDARD DEVIATION,FHLMC,03/06/2019
ARMS/HYBRIDS,403.8,0,15974.9,10548.3,26069.5,VOLUME OF TRADES (000'S),FHLMC,03/06/2019
ARMS/HYBRIDS,9,0,15,7,8,NUMBER OF TRADES,FHLMC,03/06/2019
ARMS/HYBRIDS,102.5,*,*,0,0,AVERAGE PRICE,GNMA,03/06/2019
ARMS/HYBRIDS,102.4,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,03/06/2019
