Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
GNMA,STANDARD DEVIATION,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,NUMBER OF TRADES,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,100.4,101.9,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,100.4,101.8,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100.4,101.8,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,100.4,101.8,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,100.4,101.9,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,100.4,101.9,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.5,101.9,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),2441261.2,868070.0,1152198,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,NUMBER OF TRADES,82,37.0,25,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,AVERAGE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,STANDARD DEVIATION,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
GNMA,NUMBER OF TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 2
FNMA/UMBS,AVERAGE PRICE,100.4,101.8,103.2,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,WEIGHTED AVG. PRICE,100.4,101.8,103.2,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100.3,101.8,103.2,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,2ND QUARTILE PRICE,100.3,101.8,*,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,3RD QUARTILE PRICE,100.4,101.8,*,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,4TH QUARTILE PRICE,100.4,101.8,*,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.4,101.8,103.2,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,STANDARD DEVIATION,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,VOLUME OF TRADES (000'S),652500,69800.0,10800,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,NUMBER OF TRADES,28,21.0,5,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,AVERAGE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,STANDARD DEVIATION,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
GNMA,NUMBER OF TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 3
FNMA/UMBS,AVERAGE PRICE,0,0.0,103.4,105.8,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,WEIGHTED AVG. PRICE,0,0.0,103.3,105.4,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,0,0.0,103.3,105.6,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,2ND QUARTILE PRICE,0,0.0,103.3,105.5,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,3RD QUARTILE PRICE,0,0.0,103.7,106.5,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,4TH QUARTILE PRICE,0,0.0,103.9,107,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,0,0.0,103.5,106,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,STANDARD DEVIATION,0,0.0,0.3,0.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,VOLUME OF TRADES (000'S),0,0.0,22686.2,32175.6,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,NUMBER OF TRADES,0,0.0,6,6,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,AVERAGE PRICE,0,0.0,0,106.1,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,105.4,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,105.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,2ND QUARTILE PRICE,0,0.0,0,106.3,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,3RD QUARTILE PRICE,0,0.0,0,106.6,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,4TH QUARTILE PRICE,0,0.0,0,107.2,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,0,0.0,0,106.3,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,STANDARD DEVIATION,0,0.0,0,0.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,VOLUME OF TRADES (000'S),0,0.0,0,18383,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
GNMA,NUMBER OF TRADES,0,0.0,0,6,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month
FNMA/UMBS,AVERAGE PRICE,98.6,100.8,102.3,103.5,104.8,106.2,107.7,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,WEIGHTED AVG. PRICE,98.6,100.8,102.3,103.5,104.8,106.2,107.3,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.5,100.7,102.3,103.5,104.8,106.1,107.7,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,2ND QUARTILE PRICE,98.5,100.8,102.3,103.5,104.8,106.2,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,3RD QUARTILE PRICE,98.6,100.8,102.3,103.5,104.8,106.2,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,4TH QUARTILE PRICE,98.7,100.8,102.4,103.5,104.9,106.2,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.7,101.3,102.5,103.9,105,106.3,107.7,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,STANDARD DEVIATION,0.1,0.1,0,0.1,0.1,0.1,1.2,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,VOLUME OF TRADES (000'S),366068.8,11791010.3,18851880,9353086.6,4693510.3,654020,123870,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,NUMBER OF TRADES,17,836.0,1049,632,223,52,5,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,AVERAGE PRICE,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FHLMC,NUMBER OF TRADES,0,0.0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,AVERAGE PRICE,99.7,102.1,103.4,104,104.5,105.4,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,99.8,102.0,103.3,103.9,104.2,104.7,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,99.7,102.0,103.3,103.9,104.1,104.5,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,2ND QUARTILE PRICE,99.7,102.0,103.3,103.9,104.1,104.4,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,3RD QUARTILE PRICE,99.8,102.0,103.4,103.9,104.2,104.7,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,4TH QUARTILE PRICE,99.9,102.1,103.4,103.9,104.2,105.8,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,99.8,102.8,104,106.7,108.5,108,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,STANDARD DEVIATION,0.1,0.2,0.1,0.5,1,1.5,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),88558.7,4355073.2,4614667.7,4247011.2,1350918.6,166508.1,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
GNMA,NUMBER OF TRADES,9,189.0,292,272,109,24,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,98.5,100.7,102.3,103.5,104.8,106.2,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,98.6,100.7,102.3,103.5,104.8,106.2,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.5,100.7,102.3,103.5,104.8,106.2,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,98.4,100.7,102.3,103.5,104.8,106.2,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,98.6,100.7,102.3,103.5,104.9,106.2,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,98.7,100.8,102.3,103.6,104.9,106.2,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.6,100.8,102.4,103.6,104.9,106.2,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,0.2,0.0,0,0,0,0.1,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),166750,4119908.0,7830952.8,567251.7,1583640,530755,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FNMA/UMBS,NUMBER OF TRADES,7,169.0,139,44,29,24,*,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190729,Current Month + 2
