Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
FNMA/UMBS,VOLUME OF TRADES (000'S),570800,25784158.8,51865376.6,26846620.3,11397724.3,768959,159935,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FNMA/UMBS,NUMBER OF TRADES,53,1303.0,1820,1078,627.0,68,13,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,AVERAGE PRICE,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,2ND QUARTILE PRICE,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,3RD QUARTILE PRICE,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,4TH QUARTILE PRICE,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,STANDARD DEVIATION,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FHLMC,NUMBER OF TRADES,0,0.0,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,AVERAGE PRICE,*,102.1,103.3,103.8,104.5,104.7,113.5,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,WEIGHTED AVG. PRICE,*,102.0,103.2,103.8,104.3,104.6,112.4,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,*,101.9,103.1,103.5,104.2,104.5,112.3,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,2ND QUARTILE PRICE,*,102.0,103.2,103.6,104.2,104.5,114.5,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,3RD QUARTILE PRICE,*,102.1,103.2,103.7,104.2,104.5,115,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,4TH QUARTILE PRICE,*,102.1,103.3,103.7,104.3,104.5,117.4,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,*,102.2,103.9,107.3,108.8,106.4,115.4,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,STANDARD DEVIATION,*,0.1,0.1,0.6,1.0,0.9,3.7,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,VOLUME OF TRADES (000'S),*,3672297.2,11699063.4,9818730.4,6009865.6,1141591.7,42791.1,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
GNMA,NUMBER OF TRADES,*,126.0,372,310,186.0,59,7,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month
FNMA/UMBS,AVERAGE PRICE,98.8,100.6,102.1,103.3,104.5,105.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,WEIGHTED AVG. PRICE,98.9,100.7,102.2,103.3,104.5,105.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.6,100.5,102.1,103.3,104.5,105.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,2ND QUARTILE PRICE,98.5,100.6,102.1,103.3,104.5,105.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,3RD QUARTILE PRICE,98.9,100.6,102.1,103.3,104.5,105.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,4TH QUARTILE PRICE,99,100.7,102.2,103.3,104.5,105.8,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,99,100.8,102.2,103.4,104.5,105.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,STANDARD DEVIATION,0.2,0.1,0,0,0.0,0,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,VOLUME OF TRADES (000'S),223600,14354231.0,17216553,10258970,2817567.0,222250,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,NUMBER OF TRADES,20,348.0,256,151,93.0,14,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,AVERAGE PRICE,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FHLMC,NUMBER OF TRADES,0,0.0,0,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,AVERAGE PRICE,100.2,101.9,103.1,103.7,104.2,104.6,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,100.1,101.9,103.1,103.7,104.2,104.6,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,100.1,101.8,103.1,103.6,104.2,104.5,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,2ND QUARTILE PRICE,100.1,101.8,103.1,103.6,104.2,104.5,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,3RD QUARTILE PRICE,100.3,101.9,103.1,103.7,104.2,104.6,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,4TH QUARTILE PRICE,100.4,101.9,103.2,103.7,104.2,104.6,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,100.2,102.0,103.2,104.1,105.0,104.9,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,STANDARD DEVIATION,0.2,0.1,0,0.1,0.2,0.2,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),48200,4908905.0,10180359.6,6407708.3,4518941.0,534660,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
GNMA,NUMBER OF TRADES,6,146.0,212,153,80.0,34,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,*,100.6,102.1,103.3,104.5,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,*,100.6,102.1,103.3,104.5,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,*,100.4,101.9,103.3,104.5,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,*,100.5,102.1,103.3,104.5,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,*,100.5,102.1,103.3,104.5,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,*,100.6,102.1,103.3,104.5,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,*,100.8,102.4,103.4,104.5,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,*,0.1,0.1,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),*,3509500.0,2774450,1463850,372450.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,NUMBER OF TRADES,*,307.0,135,66,15.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,AVERAGE PRICE,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,AVERAGE PRICE,*,101.8,103.1,103.7,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,*,101.8,103.1,103.6,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,*,101.7,103,103.6,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,2ND QUARTILE PRICE,*,101.7,103,103.6,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,3RD QUARTILE PRICE,*,101.8,103,103.6,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,4TH QUARTILE PRICE,*,101.8,103.1,103.7,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,*,101.9,103.1,103.7,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,STANDARD DEVIATION,*,0.1,0,0,0.1,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),*,2014350.0,603900,164900,66750.0,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
GNMA,NUMBER OF TRADES,*,138.0,95,39,12.0,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 2
FNMA/UMBS,AVERAGE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,WEIGHTED AVG. PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,2ND QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,3RD QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,4TH QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,STANDARD DEVIATION,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,VOLUME OF TRADES (000'S),0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,NUMBER OF TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,AVERAGE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,AVERAGE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,STANDARD DEVIATION,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
GNMA,NUMBER OF TRADES,0,0.0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190701,Current Month + 3
FNMA/UMBS,AVERAGE PRICE,100.7,102.0,103.3,103.9,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,WEIGHTED AVG. PRICE,100.7,102.0,103.3,103.9,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100.5,101.9,103.2,103.9,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,2ND QUARTILE PRICE,100.7,102.0,103.2,103.8,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,3RD QUARTILE PRICE,100.8,102.0,103.3,103.9,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,4TH QUARTILE PRICE,100.8,102.0,103.3,103.9,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.8,102.1,103.4,103.9,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,STANDARD DEVIATION,0.2,0.0,0.1,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,VOLUME OF TRADES (000'S),2064127.8,5508428.9,3103836.7,110125,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FNMA/UMBS,NUMBER OF TRADES,228,332.0,224,17,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,AVERAGE PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
GNMA,AVERAGE PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
GNMA,2ND QUARTILE PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
GNMA,3RD QUARTILE PRICE,0,0.0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190702,Current Month
